transaction_id,customer_id,amount,transaction_type,transaction_time
15855,319,63003.4,withdrawal,2025-12-04 11:10:25
15856,740,82817.04,transfer,2026-05-02 19:04:53
15857,180,58534.1,transfer,2025-08-14 17:49:49
15858,4455,57768.99,deposit,2025-11-04 17:12:35
15859,10,11464.61,withdrawal,2025-06-30 01:47:28
15860,3774,52417.27,transfer,2025-07-21 15:02:07
15861,2833,68988.97,deposit,2026-05-16 22:17:51
15862,1438,95003.08,transfer,2026-05-13 13:35:58
15863,2002,16156.17,withdrawal,2025-11-04 00:39:48
15864,4810,90445.17,deposit,2025-10-13 11:17:12
15865,4497,67845.06,withdrawal,2025-08-11 07:08:09
15866,1959,77390.05,deposit,2025-09-27 07:08:14
15867,3568,68782.25,withdrawal,2025-08-15 18:33:06
15868,2467,9770.17,withdrawal,2025-07-04 19:54:16
15869,3309,46748.26,withdrawal,2025-09-02 16:34:52
15870,4320,10020.06,withdrawal,2025-11-12 14:39:37
15871,984,10599.01,transfer,2026-01-31 19:45:23
15872,4146,85729.49,transfer,2025-12-27 16:16:23
15873,758,55289.96,transfer,2026-05-11 09:05:32
15874,3958,10319.76,deposit,2026-02-12 10:25:02
15875,2982,31625.14,withdrawal,2025-07-10 13:15:50
15876,3498,57738.17,withdrawal,2025-08-16 11:22:13
15877,3315,17716.25,withdrawal,2026-04-09 14:14:37
15878,4399,31179.34,deposit,2025-12-23 02:52:20
15879,3619,71350.08,transfer,2026-04-22 02:52:01
15880,4185,6651.55,withdrawal,2026-01-02 21:06:55
15881,3636,22787.5,transfer,2025-10-21 18:00:18
15882,2006,18697.25,withdrawal,2025-11-15 11:03:18
15883,4804,99810.6,withdrawal,2026-03-15 13:46:55
15884,630,44697.39,deposit,2026-01-14 12:34:21
15885,2157,87892.17,deposit,2026-04-07 18:39:13
15886,1776,83341.81,withdrawal,2026-03-13 19:22:18
15887,3279,43806.35,withdrawal,2025-09-24 12:47:56
15888,4335,60566.03,deposit,2025-12-19 04:47:34
15889,4450,44434.64,deposit,2026-04-09 18:25:55
15890,522,90021.84,transfer,2025-07-21 18:40:51
15891,2718,38782.8,withdrawal,2025-07-03 17:26:21
15892,775,91989.11,transfer,2025-07-01 21:11:54
15893,1732,40570.47,deposit,2026-02-21 17:33:00
15894,4620,32043.67,transfer,2025-09-17 18:36:37
15895,4364,94572.48,withdrawal,2025-09-28 22:29:25
15896,262,31843.56,deposit,2026-06-09 21:19:04
15897,1418,53245.69,withdrawal,2025-10-02 04:25:58
15898,192,20200.61,transfer,2025-12-04 14:48:26
15899,2733,95580.85,withdrawal,2026-05-19 15:09:05
15900,268,38042.97,transfer,2025-12-04 20:45:31
15901,3823,16126.34,withdrawal,2025-08-25 18:59:16
15902,3171,39695.32,deposit,2025-11-02 12:37:15
15903,4662,63999.51,transfer,2025-11-18 13:11:55
15904,2863,37701.81,withdrawal,2025-08-09 18:57:20
15905,854,66434.41,transfer,2025-12-31 14:04:54
15906,2488,10211.6,deposit,2025-12-17 14:10:56
15907,2365,89546.51,withdrawal,2026-01-25 01:27:05
15908,3530,13668.25,transfer,2025-11-24 20:34:05
15909,907,70660.19,withdrawal,2026-02-04 12:11:28
15910,4435,64834.14,withdrawal,2026-03-14 17:37:25
15911,178,20574.66,transfer,2026-04-10 07:13:48
15912,4187,51492.5,withdrawal,2026-01-11 18:42:47
15913,463,51266.06,transfer,2025-12-18 16:10:29
15914,3710,29230.12,deposit,2026-05-08 15:06:21
15915,4244,43882.97,deposit,2025-08-07 07:17:56
15916,2197,86968.79,withdrawal,2026-02-27 08:54:25
15917,2430,82076.45,deposit,2025-07-12 22:25:03
15918,2280,45553.63,withdrawal,2026-02-14 15:20:45
15919,3225,90206.47,deposit,2026-05-01 22:10:20
15920,2785,45163.69,withdrawal,2025-07-25 21:24:02
15921,3969,42248.75,withdrawal,2025-10-23 15:01:42
15922,2524,84316.42,withdrawal,2025-10-24 14:00:28
15923,509,93617.16,withdrawal,2025-08-15 00:57:53
15924,3697,62586.31,withdrawal,2026-02-11 01:36:20
15925,4720,64060.5,withdrawal,2025-10-09 05:09:52
15926,4293,44322.03,transfer,2026-02-12 02:43:03
15927,3801,85195.46,withdrawal,2026-01-11 18:30:50
15928,3273,57836.34,withdrawal,2026-01-31 16:23:20
15929,3014,18273.67,deposit,2025-08-23 02:29:36
15930,3995,60145.0,deposit,2026-05-14 00:28:06
15931,2854,51835.02,deposit,2026-03-15 04:22:48
15932,2734,5776.01,transfer,2026-05-23 18:02:57
15933,392,35683.16,deposit,2026-05-25 20:25:52
15934,732,82108.43,transfer,2025-11-25 07:09:59
15935,4472,48425.4,transfer,2026-04-27 04:43:57
15936,232,50361.46,deposit,2025-09-28 16:46:28
15937,2618,20576.63,withdrawal,2025-12-02 19:31:19
15938,209,19238.91,transfer,2026-05-05 17:12:16
15939,3135,77420.56,transfer,2025-07-08 08:28:57
15940,4271,3668.93,deposit,2026-05-30 11:04:49
15941,1058,2277.49,transfer,2025-09-10 14:06:57
15942,2713,60610.08,transfer,2025-11-16 00:30:26
15943,2668,41296.28,withdrawal,2025-12-14 09:50:56
15944,1747,19541.56,transfer,2026-05-04 22:10:15
15945,4473,81095.49,deposit,2025-08-25 04:31:42
15946,300,59946.35,withdrawal,2025-10-03 02:22:01
15947,3594,44316.67,deposit,2026-03-21 00:48:54
15948,3879,6723.43,transfer,2025-09-27 18:16:57
15949,1983,21870.21,deposit,2026-01-03 00:41:20
15950,2599,82092.16,withdrawal,2025-08-30 09:04:26
15951,2852,77825.96,deposit,2026-03-01 15:30:12
15952,703,70726.82,deposit,2025-12-10 23:04:08
15953,2915,91546.86,transfer,2026-05-31 23:01:08
15954,3398,95714.45,deposit,2025-11-15 19:31:32
15955,753,48332.64,transfer,2025-09-13 11:34:42
15956,4517,24858.07,withdrawal,2026-02-25 11:11:53
15957,2787,42800.82,transfer,2026-02-03 16:15:10
15958,1220,73600.47,deposit,2025-11-03 11:33:35
15959,3977,59420.69,withdrawal,2026-01-23 15:26:49
15960,711,9797.22,withdrawal,2026-05-01 02:32:14
15961,700,34312.62,withdrawal,2026-02-15 12:37:57
15962,241,49957.54,withdrawal,2025-11-19 05:40:18
15963,2446,26013.38,transfer,2025-10-26 04:37:47
15964,2620,28759.03,withdrawal,2026-05-24 03:04:23
15965,55,61293.5,deposit,2026-05-07 12:12:57
15966,2333,96299.79,transfer,2026-03-08 12:44:05
15967,1462,47283.07,withdrawal,2026-01-05 03:35:50
15968,2681,9150.5,transfer,2026-06-01 19:12:03
15969,1490,78486.45,transfer,2025-11-17 03:38:32
15970,3749,87481.88,withdrawal,2026-01-01 12:02:07
15971,283,99507.33,transfer,2026-01-27 02:11:20
15972,4917,69168.4,withdrawal,2025-11-27 23:39:36
15973,1807,28081.48,transfer,2026-03-11 02:28:44
15974,4122,82990.65,withdrawal,2026-03-22 11:30:09
15975,2821,33191.87,transfer,2026-01-26 09:48:12
15976,3560,12790.9,deposit,2025-08-03 10:07:10
15977,3740,49590.73,withdrawal,2025-08-19 07:34:50
15978,2590,22631.08,withdrawal,2026-03-01 03:29:58
15979,4226,56211.41,withdrawal,2026-02-13 05:15:23
15980,4929,13367.72,deposit,2025-07-18 08:58:26
15981,2520,20791.23,withdrawal,2026-05-13 11:30:26
15982,1799,59428.21,deposit,2026-04-12 05:39:32
15983,1311,57096.71,deposit,2025-08-25 06:16:07
15984,1825,16417.66,deposit,2026-04-20 14:32:16
15985,4506,15071.94,withdrawal,2026-04-04 12:05:29
15986,2759,32381.67,transfer,2025-12-08 14:03:46
15987,3699,15873.93,deposit,2026-04-09 22:53:47
15988,3437,22174.66,deposit,2026-01-05 01:22:38
15989,769,57572.76,withdrawal,2026-06-07 11:37:01
15990,4259,74032.72,withdrawal,2026-02-07 07:15:29
15991,4637,94113.86,deposit,2026-01-09 16:52:38
15992,3516,77576.25,transfer,2026-01-18 20:04:08
15993,742,67603.48,deposit,2026-01-03 23:14:15
15994,4670,52924.22,withdrawal,2026-04-21 22:11:12
15995,492,22196.81,transfer,2025-10-22 02:27:33
15996,225,78464.18,withdrawal,2026-03-07 16:21:49
15997,4928,46132.7,withdrawal,2026-06-10 01:15:30
15998,3214,6890.4,withdrawal,2026-01-01 09:59:35
15999,2274,99401.75,withdrawal,2026-05-01 09:36:26
16000,1112,51306.06,deposit,2026-02-24 18:21:19
16001,1591,42020.87,withdrawal,2026-04-14 03:25:50
16002,4548,43311.39,deposit,2026-01-10 15:36:50
16003,2954,69416.64,withdrawal,2026-03-24 02:38:28
16004,100,73153.17,transfer,2026-02-19 05:30:11
16005,3350,39584.95,transfer,2026-03-03 17:57:37
16006,3393,74268.56,deposit,2025-10-31 08:32:53
16007,2721,45395.1,deposit,2026-05-08 10:23:49
16008,1816,58346.55,deposit,2025-11-23 19:03:36
16009,1691,38006.61,deposit,2026-03-04 11:31:04
16010,4608,49546.46,withdrawal,2025-08-31 09:23:33
16011,657,26199.96,withdrawal,2026-03-05 18:14:44
16012,2352,24777.62,withdrawal,2026-03-26 23:37:10
16013,1557,93760.52,deposit,2025-11-18 07:03:04
16014,1385,43256.35,deposit,2026-02-21 06:30:53
16015,3267,91491.66,withdrawal,2025-10-24 02:57:41
16016,3597,91060.83,deposit,2025-08-06 00:46:20
16017,942,51136.66,deposit,2025-09-15 01:34:45
16018,1521,39312.19,transfer,2026-04-20 17:58:14
16019,2442,52986.69,deposit,2025-09-30 22:50:51
16020,1366,61041.11,withdrawal,2026-03-12 02:51:44
16021,2225,24681.85,withdrawal,2026-06-03 04:02:18
16022,4969,36318.43,transfer,2026-02-08 17:44:09
16023,1776,57385.86,withdrawal,2026-01-15 19:44:36
16024,4821,69526.06,deposit,2026-03-17 17:57:09
16025,1245,279.41,deposit,2026-06-02 15:06:17
16026,4763,25178.11,deposit,2025-10-12 01:10:11
16027,518,99999.91,deposit,2025-12-01 20:22:45
16028,3879,94586.25,transfer,2025-12-31 23:29:08
16029,4787,30526.8,withdrawal,2025-11-02 12:07:29
16030,1083,4885.95,withdrawal,2026-01-11 12:10:21
16031,3224,79665.05,deposit,2025-11-08 18:31:25
16032,634,3924.29,deposit,2026-01-18 18:19:43
16033,2390,99692.72,withdrawal,2026-03-21 15:06:01
16034,4040,82963.13,transfer,2025-07-20 10:02:09
16035,214,80470.33,deposit,2025-11-22 16:29:25
16036,159,46761.32,withdrawal,2026-02-15 23:24:07
16037,3889,89797.15,deposit,2026-03-05 01:56:45
16038,1438,95679.93,withdrawal,2025-11-30 08:56:39
16039,3687,60429.72,transfer,2025-11-03 13:32:15
16040,278,54551.21,withdrawal,2026-02-22 12:46:32
16041,1575,78678.8,deposit,2025-07-17 11:20:52
16042,4240,77539.21,deposit,2026-05-26 04:07:53
16043,425,49999.6,deposit,2025-11-18 16:02:47
16044,4510,28313.35,transfer,2025-08-09 06:56:23
16045,3837,69490.69,deposit,2026-02-04 15:47:27
16046,3776,20588.53,deposit,2026-06-03 03:18:54
16047,852,93743.04,transfer,2025-10-25 12:24:15
16048,4170,8043.8,transfer,2025-07-03 00:33:40
16049,308,98616.73,deposit,2026-03-13 19:05:38
16050,3266,35161.21,withdrawal,2026-05-17 23:02:53
16051,2169,68813.94,deposit,2025-08-03 04:46:39
16052,1611,47660.05,withdrawal,2026-06-16 01:52:20
16053,4885,24275.07,transfer,2025-11-20 20:15:44
16054,109,64269.58,deposit,2026-01-15 08:10:11
16055,4899,39347.14,transfer,2025-10-07 17:31:58
16056,689,94264.17,withdrawal,2026-04-28 09:57:56
16057,3846,31640.93,deposit,2026-05-03 06:36:46
16058,2874,95506.58,transfer,2025-12-14 06:22:44
16059,2252,77514.22,withdrawal,2026-03-26 05:34:14
16060,1382,23427.31,withdrawal,2025-12-13 22:41:26
16061,583,9981.82,withdrawal,2026-05-01 17:59:10
16062,1155,81673.07,transfer,2026-01-21 20:23:13
16063,600,98762.4,withdrawal,2025-11-09 17:44:48
16064,4297,66314.52,withdrawal,2025-08-24 15:26:13
16065,4174,70616.52,transfer,2026-01-10 03:10:55
16066,2506,17177.41,deposit,2026-02-17 16:40:22
16067,2064,43529.13,deposit,2026-06-01 15:17:25
16068,4705,77566.08,withdrawal,2026-02-10 21:10:21
16069,1619,72642.95,withdrawal,2025-10-16 11:50:04
16070,4229,56406.5,transfer,2026-03-02 13:48:06
16071,161,45253.17,transfer,2025-08-23 12:16:23
16072,1208,31586.11,deposit,2026-04-27 22:58:42
16073,1930,22103.69,deposit,2026-05-04 12:09:50
16074,2494,98674.06,deposit,2025-07-07 15:13:53
16075,732,33871.75,withdrawal,2025-11-29 04:02:25
16076,3295,9309.5,withdrawal,2025-08-21 22:59:32
16077,1595,36237.96,withdrawal,2025-11-28 10:40:31
16078,287,39095.7,transfer,2025-12-23 22:43:34
16079,72,44305.51,withdrawal,2025-07-30 16:35:07
16080,2934,17082.08,transfer,2026-01-07 12:08:46
16081,686,88777.4,transfer,2025-12-09 06:57:42
16082,4409,95968.95,deposit,2025-11-29 12:27:46
16083,3760,38377.77,deposit,2025-11-28 03:36:36
16084,2859,50586.94,transfer,2026-04-30 17:50:38
16085,849,25022.13,withdrawal,2026-05-20 08:13:06
16086,29,90362.92,withdrawal,2025-10-12 06:30:42
16087,353,21109.0,transfer,2025-08-12 08:44:56
16088,246,24840.6,transfer,2025-08-24 11:51:59
16089,3361,43856.16,transfer,2026-06-06 08:07:01
16090,296,20532.92,transfer,2025-10-17 16:36:18
16091,2274,94372.98,deposit,2026-04-16 07:11:44
16092,2350,28681.31,withdrawal,2026-02-10 22:42:44
16093,2630,70021.08,withdrawal,2026-02-18 00:59:25
16094,2411,55934.54,withdrawal,2026-04-18 13:59:02
16095,3136,2001.69,withdrawal,2026-04-01 07:56:06
16096,4943,32462.31,withdrawal,2026-01-04 18:28:46
16097,3168,35395.86,deposit,2025-09-02 07:54:32
16098,2111,15706.08,withdrawal,2025-11-10 02:26:05
16099,611,23112.25,transfer,2025-10-20 21:00:27
16100,831,81758.64,deposit,2025-11-20 17:11:45
16101,4500,96926.58,deposit,2025-07-07 04:03:18
16102,4025,70858.39,deposit,2026-01-09 09:21:46
16103,40,67297.87,transfer,2026-04-30 17:20:51
16104,722,9393.78,deposit,2026-04-15 09:40:10
16105,3509,38503.81,transfer,2026-05-31 11:47:00
16106,1851,42772.93,withdrawal,2026-03-24 12:24:08
16107,1331,54710.03,withdrawal,2025-07-23 05:05:11
16108,260,32299.01,transfer,2026-04-11 11:54:42
16109,2020,49298.89,withdrawal,2025-11-29 03:05:22
16110,4127,42007.99,transfer,2026-03-09 23:17:20
16111,48,27821.93,deposit,2025-10-12 07:28:12
16112,2139,9668.05,withdrawal,2026-01-12 05:12:53
16113,4247,3974.95,deposit,2025-08-17 05:30:53
16114,3571,85984.93,withdrawal,2025-11-11 06:16:23
16115,2727,45576.8,deposit,2026-01-01 08:27:43
16116,1914,98800.18,withdrawal,2025-10-06 16:17:31
16117,1069,28693.5,transfer,2025-12-28 20:04:08
16118,3441,87415.74,deposit,2025-12-08 16:02:33
16119,2746,1979.94,withdrawal,2026-02-17 14:37:17
16120,609,68539.07,withdrawal,2025-12-08 18:03:21
16121,4298,77752.37,withdrawal,2026-03-08 01:29:53
16122,2833,92653.98,transfer,2025-11-21 13:59:41
16123,437,32276.98,transfer,2026-05-02 00:35:04
16124,3218,11528.8,deposit,2026-06-11 14:06:49
16125,4434,25472.26,transfer,2025-07-07 01:41:46
16126,4510,99594.59,withdrawal,2025-08-09 01:23:29
16127,4812,90264.26,deposit,2025-11-15 03:10:56
16128,4405,60230.05,transfer,2025-09-09 19:47:45
16129,3309,24716.93,withdrawal,2026-02-09 13:43:50
16130,905,62395.59,withdrawal,2025-09-01 04:13:41
16131,1599,72248.66,deposit,2026-01-19 23:42:31
16132,3882,68753.83,transfer,2025-10-10 20:59:54
16133,2443,55623.17,deposit,2026-03-29 12:34:14
16134,1649,8730.67,transfer,2025-12-12 08:12:04
16135,394,36962.94,transfer,2026-04-12 00:54:49
16136,2049,84617.91,withdrawal,2025-09-26 02:45:07
16137,323,38471.85,withdrawal,2025-08-31 02:17:19
16138,2734,38868.31,transfer,2026-05-16 05:25:02
16139,617,90241.35,withdrawal,2025-11-23 00:05:27
16140,2249,1414.85,withdrawal,2026-02-02 21:35:48
16141,1788,87429.43,transfer,2025-12-05 01:57:08
16142,1061,48456.71,deposit,2025-11-16 14:10:06
16143,2389,37409.71,withdrawal,2026-03-22 00:03:46
16144,286,43034.82,withdrawal,2026-03-13 12:56:15
16145,4515,30663.31,withdrawal,2026-02-28 15:25:42
16146,4150,6091.86,withdrawal,2025-12-21 10:18:32
16147,848,70497.72,transfer,2025-11-05 06:26:36
16148,3420,58314.8,deposit,2025-11-16 17:54:13
16149,3579,82003.33,withdrawal,2025-06-29 08:28:24
16150,4426,3427.33,withdrawal,2026-04-06 18:42:22
16151,708,84600.17,withdrawal,2025-11-20 01:57:17
16152,462,47955.9,withdrawal,2026-01-11 13:34:59
16153,2648,71599.73,transfer,2025-08-09 04:23:54
16154,3542,64691.65,deposit,2025-11-11 14:05:08
16155,1765,40769.25,withdrawal,2026-06-17 10:15:25
16156,2261,56782.19,withdrawal,2025-11-18 14:25:54
16157,1744,47506.63,deposit,2026-01-10 14:55:01
16158,4116,25202.57,deposit,2026-05-24 02:53:14
16159,3268,63198.68,transfer,2025-10-06 21:05:43
16160,3973,48234.52,deposit,2026-02-05 14:37:53
16161,4368,94603.8,withdrawal,2025-10-20 11:43:57
16162,3402,73300.57,transfer,2026-02-12 01:54:48
16163,1255,81322.22,deposit,2025-06-24 10:08:15
16164,1172,36918.44,transfer,2025-11-15 20:16:57
16165,2841,27748.08,withdrawal,2026-01-30 10:14:51
16166,3425,48076.01,deposit,2025-10-20 16:49:33
16167,419,11467.71,withdrawal,2025-09-10 10:48:00
16168,3802,85406.71,transfer,2025-10-07 16:39:30
16169,63,3430.19,transfer,2025-12-07 04:47:31
16170,502,80692.29,deposit,2025-10-26 04:50:45
16171,3899,7470.94,withdrawal,2025-09-15 20:17:54
16172,2781,3271.7,transfer,2025-09-29 23:08:44
16173,1925,81410.81,withdrawal,2025-06-21 12:55:39
16174,2089,49502.0,deposit,2026-04-22 16:47:10
16175,1573,93435.03,deposit,2026-04-24 13:37:03
16176,1629,34055.5,transfer,2025-10-04 17:17:32
16177,2425,69806.61,transfer,2025-07-03 06:57:46
16178,3143,82049.1,withdrawal,2025-07-17 01:10:49
16179,3926,70845.99,withdrawal,2025-07-03 10:37:09
16180,437,63514.6,withdrawal,2025-07-01 07:12:19
16181,3694,73725.25,deposit,2026-04-09 00:33:19
16182,3559,1514.2,deposit,2025-07-08 16:04:21
16183,1828,57539.82,transfer,2025-10-26 16:14:09
16184,1946,17453.07,deposit,2025-08-09 09:34:29
16185,1621,37551.83,withdrawal,2025-11-07 12:44:21
16186,1641,6273.13,withdrawal,2025-06-24 00:31:10
16187,3779,32818.2,transfer,2025-09-18 23:34:21
16188,1431,26922.63,withdrawal,2025-09-09 07:46:45
16189,3965,4249.15,withdrawal,2026-05-11 14:52:51
16190,3738,5810.55,withdrawal,2026-04-07 23:31:06
16191,764,5769.64,deposit,2026-01-29 06:07:57
16192,3628,14960.85,deposit,2025-12-26 17:28:12
16193,3119,39084.68,transfer,2025-07-02 14:00:14
16194,360,61874.69,withdrawal,2026-04-04 13:00:40
16195,746,33757.83,withdrawal,2025-09-29 22:25:03
16196,4474,66371.38,deposit,2025-09-06 20:41:38
16197,1584,90806.68,withdrawal,2026-01-21 08:47:42
16198,1150,51873.2,deposit,2026-01-18 09:21:15
16199,4038,64293.81,withdrawal,2025-11-27 17:32:23
16200,3986,32029.81,withdrawal,2025-07-11 22:20:56
16201,2469,8538.25,transfer,2026-05-06 23:08:57
16202,4821,44652.16,transfer,2025-08-10 22:26:33
16203,6,87089.01,withdrawal,2025-11-11 00:36:56
16204,2383,50506.63,deposit,2026-02-22 08:06:11
16205,3457,72799.35,deposit,2026-02-18 12:18:58
16206,747,5841.32,deposit,2026-02-08 19:11:15
16207,3018,1147.86,deposit,2026-01-19 21:14:42
16208,680,61261.53,deposit,2025-10-10 20:16:08
16209,3103,9027.09,transfer,2026-02-11 07:07:54
16210,2154,27097.76,withdrawal,2025-08-23 03:22:48
16211,4761,59421.13,deposit,2025-08-03 04:16:45
16212,3457,64673.0,deposit,2025-12-08 15:59:12
16213,4238,78412.84,transfer,2025-06-24 06:16:08
16214,4802,45155.18,deposit,2026-01-20 00:24:46
16215,3652,52356.04,deposit,2025-09-01 00:31:09
16216,2526,43442.72,deposit,2025-08-12 20:20:09
16217,166,73139.1,withdrawal,2025-11-13 00:01:28
16218,4314,41617.43,withdrawal,2025-10-20 20:17:13
16219,519,98053.12,deposit,2025-11-13 15:51:07
16220,13,7350.83,deposit,2026-04-29 18:27:22
16221,712,10673.48,withdrawal,2025-08-04 15:51:48
16222,4909,67997.56,deposit,2026-02-23 19:33:14
16223,3567,88858.74,deposit,2026-05-06 08:54:23
16224,4614,1938.65,transfer,2025-10-16 18:55:33
16225,2945,21473.88,transfer,2026-02-10 19:55:34
16226,3940,12474.75,withdrawal,2025-06-21 07:38:36
16227,874,73514.71,deposit,2025-08-23 08:58:51
16228,319,73182.0,transfer,2025-09-12 21:02:37
16229,396,69694.66,transfer,2025-09-11 00:18:07
16230,2916,36234.77,withdrawal,2025-11-25 02:29:22
16231,4872,71641.42,deposit,2025-11-27 07:05:04
16232,1074,23173.74,withdrawal,2025-10-30 06:23:10
16233,570,22953.83,transfer,2025-12-06 04:36:26
16234,4015,27137.21,withdrawal,2026-02-06 03:02:49
16235,2049,68325.13,transfer,2026-01-27 00:44:25
16236,815,30257.53,deposit,2026-03-08 21:48:22
16237,4286,96101.04,deposit,2025-09-01 03:01:27
16238,4332,59893.07,deposit,2025-09-22 20:58:53
16239,4523,51010.24,deposit,2025-10-02 02:05:04
16240,888,25357.94,withdrawal,2025-08-20 11:59:02
16241,85,51765.43,deposit,2026-02-16 09:34:42
16242,3014,8702.91,withdrawal,2026-05-11 13:45:10
16243,1602,65535.46,withdrawal,2026-01-30 03:00:03
16244,2539,55950.25,transfer,2026-02-13 18:26:14
16245,2198,18472.14,transfer,2025-07-15 16:10:03
16246,1566,16208.23,withdrawal,2025-09-05 13:49:09
16247,1068,32516.01,withdrawal,2025-11-10 06:39:20
16248,9,55523.44,deposit,2025-09-01 06:47:48
16249,1145,80496.81,transfer,2025-10-02 09:12:19
16250,1294,71731.38,deposit,2026-06-10 17:10:39
16251,2797,86579.97,transfer,2025-07-17 17:27:03
16252,479,59817.75,deposit,2026-05-03 11:39:21
16253,4132,41751.92,transfer,2026-03-28 07:51:25
16254,3244,21681.71,deposit,2025-12-25 19:56:47
16255,1719,6254.96,withdrawal,2026-01-01 06:37:59
16256,1908,66352.4,transfer,2025-10-11 23:11:19
16257,1725,81679.29,withdrawal,2025-11-16 16:12:56
16258,1886,74443.03,deposit,2025-07-27 13:23:41
16259,3826,91716.23,deposit,2025-12-06 16:30:03
16260,2619,48600.3,transfer,2025-09-08 06:10:34
16261,2939,84685.98,transfer,2026-05-24 13:52:15
16262,1204,55638.78,transfer,2026-02-11 01:14:00
16263,490,79039.22,transfer,2025-06-21 00:45:08
16264,3602,21608.08,transfer,2026-03-07 23:18:04
16265,1045,41411.58,withdrawal,2025-06-25 06:47:11
16266,2703,18323.39,transfer,2025-08-17 18:12:22
16267,2024,84725.48,deposit,2025-09-01 19:55:39
16268,1865,65227.98,transfer,2026-01-08 19:23:00
16269,3754,55228.3,withdrawal,2025-08-30 17:53:14
16270,2254,31835.71,transfer,2026-02-09 23:40:11
16271,1116,74500.66,deposit,2025-06-23 03:23:52
16272,1804,4667.16,withdrawal,2026-06-16 05:07:25
16273,3081,69946.63,withdrawal,2026-03-07 11:36:01
16274,4584,72020.55,transfer,2025-08-26 23:58:27
16275,365,67292.88,withdrawal,2026-05-24 21:12:11
16276,1010,4458.77,transfer,2025-08-30 23:55:06
16277,3651,44894.85,transfer,2025-07-30 00:04:09
16278,108,32653.49,withdrawal,2025-07-23 08:54:01
16279,4801,28804.18,withdrawal,2025-07-27 13:21:51
16280,4197,83604.66,transfer,2026-05-08 04:42:46
16281,3347,49417.63,withdrawal,2026-04-26 13:44:28
16282,2313,93464.85,transfer,2025-10-06 15:17:53
16283,4122,63623.22,transfer,2026-03-31 18:08:32
16284,4529,60350.94,transfer,2026-02-08 13:49:01
16285,2698,90092.49,transfer,2025-10-17 08:57:58
16286,4408,97010.13,withdrawal,2025-12-01 13:10:56
16287,644,17657.59,transfer,2025-10-18 05:00:11
16288,1125,53841.22,withdrawal,2025-12-05 06:39:52
16289,4534,57290.95,deposit,2026-05-02 15:40:16
16290,260,74151.34,withdrawal,2026-06-16 22:29:02
16291,3126,786.6,withdrawal,2026-03-25 11:37:26
16292,3381,24139.07,transfer,2026-03-13 14:01:40
16293,2493,58154.61,withdrawal,2025-12-05 18:05:28
16294,131,68033.03,deposit,2025-07-08 18:57:27
16295,1970,27330.67,withdrawal,2025-07-02 15:41:33
16296,2068,28084.68,transfer,2025-11-22 10:42:29
16297,3344,40603.37,deposit,2025-12-01 14:24:42
16298,2053,25057.49,transfer,2026-05-06 15:06:56
16299,4618,30631.68,deposit,2026-05-06 21:58:27
16300,1607,9573.97,transfer,2025-07-27 02:59:48
16301,4619,45269.63,withdrawal,2025-06-29 02:50:21
16302,1464,57217.64,transfer,2026-02-26 06:26:38
16303,3737,90567.45,withdrawal,2026-05-29 16:40:56
16304,3637,14505.24,deposit,2025-07-31 07:52:22
16305,4708,73918.06,transfer,2025-07-03 03:17:31
16306,1222,36940.54,transfer,2025-09-16 02:58:13
16307,4067,11192.84,transfer,2025-10-16 21:48:57
16308,3967,56576.17,transfer,2026-01-10 21:23:38
16309,1414,27855.14,deposit,2026-01-06 20:41:14
16310,1141,58102.2,deposit,2026-03-23 03:45:53
16311,4447,93818.39,withdrawal,2025-09-25 10:10:24
16312,974,26855.51,withdrawal,2026-03-19 17:43:15
16313,265,51099.69,transfer,2025-09-05 12:28:30
16314,766,87731.63,withdrawal,2025-11-05 13:01:10
16315,2966,66733.27,deposit,2026-02-13 04:10:35
16316,3073,16834.76,withdrawal,2026-02-08 20:37:24
16317,2518,26340.59,withdrawal,2025-08-28 11:27:10
16318,2401,10860.15,deposit,2025-08-05 05:27:13
16319,240,92731.38,transfer,2025-09-25 21:29:05
16320,3676,26670.35,withdrawal,2025-11-04 03:36:26
16321,2378,27689.12,withdrawal,2025-07-02 23:54:25
16322,345,18731.09,deposit,2025-09-21 06:10:05
16323,1932,2351.95,transfer,2025-11-13 11:55:50
16324,3388,98584.17,withdrawal,2026-01-05 20:56:46
16325,854,29088.25,deposit,2025-08-09 07:19:37
16326,2062,59677.09,withdrawal,2025-10-29 23:59:51
16327,3199,70948.15,deposit,2026-04-10 18:10:54
16328,132,30127.21,withdrawal,2026-04-21 15:54:46
16329,3209,74616.19,withdrawal,2025-10-15 13:36:54
16330,1083,61311.52,transfer,2025-11-30 03:11:30
16331,3450,58419.84,withdrawal,2025-09-28 22:26:17
16332,4293,25522.73,deposit,2026-03-01 13:51:05
16333,953,56175.94,transfer,2025-08-07 21:21:25
16334,1197,59146.86,withdrawal,2025-08-05 12:47:46
16335,2135,17251.28,withdrawal,2026-05-22 21:19:03
16336,482,6115.55,withdrawal,2026-03-26 07:42:28
16337,3030,27777.52,transfer,2026-03-27 04:52:15
16338,3884,35814.54,deposit,2026-03-05 15:31:51
16339,1492,77892.04,withdrawal,2025-12-19 00:15:44
16340,1233,26518.08,withdrawal,2026-02-14 00:21:43
16341,1536,35278.43,transfer,2025-07-18 20:57:12
16342,4826,91646.46,transfer,2026-03-26 09:01:51
16343,2601,51722.07,deposit,2026-01-10 07:02:10
